country	group	value	ranking	name
GRC	Law and Public Safety	0.2222688	4	Electrical & electronic trades workers
GRC	Law and Public Safety	0.2080914	5	Science & engineering associate professionals
ESP	Law and Public Safety	0.2269768	2	Science & engineering professionals
ESP	Law and Public Safety	0.2266641	3	Drivers & mobile plant operators
ESP	Law and Public Safety	0.2222688	4	Electrical & electronic trades workers
ESP	Law and Public Safety	0.220617	5	Health professionals
FIN	Law and Public Safety	0.2359761	2	"Legal, social & cultural professionals"
FIN	Law and Public Safety	0.2269768	3	Science & engineering professionals
FIN	Law and Public Safety	0.2222688	4	Electrical & electronic trades workers
FIN	Law and Public Safety	0.220617	5	Health professionals
FRA	Law and Public Safety	0.2637121	2	Managers
FRA	Law and Public Safety	0.2269768	3	Science & engineering professionals
FRA	Law and Public Safety	0.2222688	4	Electrical & electronic trades workers
FRA	Law and Public Safety	0.2182606	5	Health associate professionals
HUN	Law and Public Safety	0.2359761	2	"Legal, social & cultural professionals"
HUN	Law and Public Safety	0.2266641	3	Drivers & mobile plant operators
HUN	Law and Public Safety	0.2222688	4	Electrical & electronic trades workers
HUN	Law and Public Safety	0.220617	5	Health professionals
IRL	Law and Public Safety	0.2301765	2	Building trades workers (excl. electricians)
IRL	Law and Public Safety	0.2266641	3	Drivers & mobile plant operators
IRL	Law and Public Safety	0.2222688	4	Electrical & electronic trades workers
IRL	Law and Public Safety	0.2182606	5	Health associate professionals
ISL	Law and Public Safety	0.2637121	2	Managers
ISL	Law and Public Safety	0.2359761	3	"Legal, social & cultural professionals"
ISL	Law and Public Safety	0.2301765	4	Building trades workers (excl. electricians)
ISL	Law and Public Safety	0.2269768	5	Science & engineering professionals
ITA	Law and Public Safety	0.2637121	2	Managers
ITA	Law and Public Safety	0.2301765	3	Building trades workers (excl. electricians)
ITA	Law and Public Safety	0.2222688	4	Electrical & electronic trades workers
ITA	Law and Public Safety	0.2182606	5	Health associate professionals
LTU	Law and Public Safety	0.2301765	2	Building trades workers (excl. electricians)
LTU	Law and Public Safety	0.2269768	3	Science & engineering professionals
LTU	Law and Public Safety	0.2222688	4	Electrical & electronic trades workers
LTU	Law and Public Safety	0.2182606	5	Health associate professionals
LUX	Law and Public Safety	0.2637121	2	Managers
LUX	Law and Public Safety	0.2269768	3	Science & engineering professionals
LUX	Law and Public Safety	0.2222688	4	Electrical & electronic trades workers
LUX	Law and Public Safety	0.220617	5	Health professionals
LVA	Law and Public Safety	0.2637121	2	Managers
LVA	Law and Public Safety	0.2359761	3	"Legal, social & cultural professionals"
LVA	Law and Public Safety	0.2269768	4	Science & engineering professionals
LVA	Law and Public Safety	0.2266641	5	Drivers & mobile plant operators
NLD	Law and Public Safety	0.2359761	2	"Legal, social & cultural professionals"
NLD	Law and Public Safety	0.2269768	3	Science & engineering professionals
NLD	Law and Public Safety	0.220617	4	Health professionals
NLD	Law and Public Safety	0.2182606	5	Health associate professionals
NOR	Law and Public Safety	0.2359761	2	"Legal, social & cultural professionals"
NOR	Law and Public Safety	0.2269768	3	Science & engineering professionals
NOR	Law and Public Safety	0.2080914	4	Science & engineering associate professionals
NOR	Law and Public Safety	0.2018487	5	Teaching professionals
POL	Law and Public Safety	0.2637121	2	Managers
POL	Law and Public Safety	0.2359761	3	"Legal, social & cultural professionals"
POL	Law and Public Safety	0.2269768	4	Science & engineering professionals
POL	Law and Public Safety	0.2222688	5	Electrical & electronic trades workers
PRT	Law and Public Safety	0.2359761	2	"Legal, social & cultural professionals"
PRT	Law and Public Safety	0.2266641	3	Drivers & mobile plant operators
PRT	Law and Public Safety	0.2222688	4	Electrical & electronic trades workers
PRT	Law and Public Safety	0.220617	5	Health professionals
ROU	Law and Public Safety	0.2359761	2	"Legal, social & cultural professionals"
ROU	Law and Public Safety	0.2269768	3	Science & engineering professionals
ROU	Law and Public Safety	0.2266641	4	Drivers & mobile plant operators
ROU	Law and Public Safety	0.2222688	5	Electrical & electronic trades workers
SWE	Law and Public Safety	0.2222688	2	Electrical & electronic trades workers
SWE	Law and Public Safety	0.220617	3	Health professionals
SWE	Law and Public Safety	0.2182606	4	Health associate professionals
SWE	Law and Public Safety	0.2018487	5	Teaching professionals
SVN	Law and Public Safety	0.2637121	2	Managers
SVN	Law and Public Safety	0.2359761	3	"Legal, social & cultural professionals"
SVN	Law and Public Safety	0.2301765	4	Building trades workers (excl. electricians)
SVN	Law and Public Safety	0.2266641	5	Drivers & mobile plant operators
SVK	Law and Public Safety	0.2637121	2	Managers
SVK	Law and Public Safety	0.2269768	3	Science & engineering professionals
SVK	Law and Public Safety	0.2266641	4	Drivers & mobile plant operators
SVK	Law and Public Safety	0.2222688	5	Electrical & electronic trades workers
GBR	Law and Public Safety	0.2266641	2	Drivers & mobile plant operators
GBR	Law and Public Safety	0.2222688	3	Electrical & electronic trades workers
GBR	Law and Public Safety	0.220617	4	Health professionals
GBR	Law and Public Safety	0.2018487	5	Teaching professionals
ZAF	Law and Public Safety	0.2269768	2	Science & engineering professionals
ZAF	Law and Public Safety	0.2266641	3	Drivers & mobile plant operators
ZAF	Law and Public Safety	0.2222688	4	Electrical & electronic trades workers
ZAF	Law and Public Safety	0.2182606	5	Health associate professionals
AUT	Learning Strategies	0.4795851	1	Teaching professionals
BEL	Learning Strategies	0.4795851	1	Teaching professionals
BGR	Learning Strategies	0.4795851	1	Teaching professionals
CHE	Learning Strategies	0.4795851	1	Teaching professionals
CYP	Learning Strategies	0.4795851	1	Teaching professionals
CZE	Learning Strategies	0.3357951	1	Health professionals
DEU	Learning Strategies	0.4795851	1	Teaching professionals
DNK	Learning Strategies	0.4795851	1	Teaching professionals
EST	Learning Strategies	0.4795851	1	Teaching professionals
GRC	Learning Strategies	0.4795851	1	Teaching professionals
ESP	Learning Strategies	0.4795851	1	Teaching professionals
FIN	Learning Strategies	0.4795851	1	Teaching professionals
FRA	Learning Strategies	0.4795851	1	Teaching professionals
HUN	Learning Strategies	0.4795851	1	Teaching professionals
IRL	Learning Strategies	0.4795851	1	Teaching professionals
ISL	Learning Strategies	0.4795851	1	Teaching professionals
ITA	Learning Strategies	0.4795851	1	Teaching professionals
LTU	Learning Strategies	0.4795851	1	Teaching professionals
LUX	Learning Strategies	0.4795851	1	Teaching professionals
LVA	Learning Strategies	0.4795851	1	Teaching professionals
NLD	Learning Strategies	0.4795851	1	Teaching professionals
NOR	Learning Strategies	0.4795851	1	Teaching professionals
POL	Learning Strategies	0.4795851	1	Teaching professionals
PRT	Learning Strategies	0.4795851	1	Teaching professionals
ROU	Learning Strategies	0.4795851	1	Teaching professionals
SWE	Learning Strategies	0.4795851	1	Teaching professionals
SVN	Learning Strategies	0.3357951	1	Health professionals
SVK	Learning Strategies	0.3357951	1	Health professionals
GBR	Learning Strategies	0.4795851	1	Teaching professionals
ZAF	Learning Strategies	0.4795851	1	Teaching professionals
AUT	Learning Strategies	0.3357951	2	Health professionals
AUT	Learning Strategies	0.3134857	3	Managers
AUT	Learning Strategies	0.2835649	4	Science & engineering professionals
AUT	Learning Strategies	0.2770223	5	"Legal, social & cultural professionals"
BEL	Learning Strategies	0.3357951	2	Health professionals
BEL	Learning Strategies	0.2835649	3	Science & engineering professionals
BEL	Learning Strategies	0.2770223	4	"Legal, social & cultural professionals"
BEL	Learning Strategies	0.2674674	5	"Legal, social & cultural associate professionals"
BGR	Learning Strategies	0.3357951	2	Health professionals
BGR	Learning Strategies	0.3134857	3	Managers
BGR	Learning Strategies	0.2835649	4	Science & engineering professionals
BGR	Learning Strategies	0.2770223	5	"Legal, social & cultural professionals"
CHE	Learning Strategies	0.2835649	2	Science & engineering professionals
CHE	Learning Strategies	0.2770223	3	"Legal, social & cultural professionals"
CHE	Learning Strategies	0.2674674	4	"Legal, social & cultural associate professionals"
CHE	Learning Strategies	0.2526262	5	Health associate professionals
CYP	Learning Strategies	0.3357951	2	Health professionals
CYP	Learning Strategies	0.2835649	3	Science & engineering professionals
CYP	Learning Strategies	0.2770223	4	"Legal, social & cultural professionals"
CYP	Learning Strategies	0.2570408	5	Business & admin professionals
CZE	Learning Strategies	0.3134857	2	Managers
CZE	Learning Strategies	0.2570408	3	Business & admin professionals
CZE	Learning Strategies	0.2526262	4	Health associate professionals
CZE	Learning Strategies	0.2512226	5	ICT professionals
DEU	Learning Strategies	0.3357951	2	Health professionals
DEU	Learning Strategies	0.3134857	3	Managers
DEU	Learning Strategies	0.2835649	4	Science & engineering professionals
DEU	Learning Strategies	0.2770223	5	"Legal, social & cultural professionals"
DNK	Learning Strategies	0.3357951	2	Health professionals
DNK	Learning Strategies	0.3134857	3	Managers
DNK	Learning Strategies	0.2835649	4	Science & engineering professionals
DNK	Learning Strategies	0.2770223	5	"Legal, social & cultural professionals"
EST	Learning Strategies	0.3357951	2	Health professionals
EST	Learning Strategies	0.3134857	3	Managers
EST	Learning Strategies	0.2835649	4	Science & engineering professionals
EST	Learning Strategies	0.2770223	5	"Legal, social & cultural professionals"
GRC	Learning Strategies	0.3357951	2	Health professionals
GRC	Learning Strategies	0.2835649	3	Science & engineering professionals
GRC	Learning Strategies	0.2770223	4	"Legal, social & cultural professionals"
GRC	Learning Strategies	0.2570408	5	Business & admin professionals
ESP	Learning Strategies	0.3357951	2	Health professionals
ESP	Learning Strategies	0.2835649	3	Science & engineering professionals
ESP	Learning Strategies	0.2570408	4	Business & admin professionals
ESP	Learning Strategies	0.2526262	5	Health associate professionals
FIN	Learning Strategies	0.3357951	2	Health professionals
FIN	Learning Strategies	0.3134857	3	Managers
FIN	Learning Strategies	0.2835649	4	Science & engineering professionals
FIN	Learning Strategies	0.2770223	5	"Legal, social & cultural professionals"
FRA	Learning Strategies	0.3134857	2	Managers
FRA	Learning Strategies	0.2835649	3	Science & engineering professionals
FRA	Learning Strategies	0.2526262	4	Health associate professionals
FRA	Learning Strategies	0.2512226	5	ICT professionals
HUN	Learning Strategies	0.3357951	2	Health professionals
HUN	Learning Strategies	0.2770223	3	"Legal, social & cultural professionals"
HUN	Learning Strategies	0.2674674	4	"Legal, social & cultural associate professionals"
HUN	Learning Strategies	0.2526262	5	Health associate professionals
IRL	Learning Strategies	0.3357951	2	Health professionals
IRL	Learning Strategies	0.3134857	3	Managers
IRL	Learning Strategies	0.2835649	4	Science & engineering professionals
IRL	Learning Strategies	0.2770223	5	"Legal, social & cultural professionals"
ISL	Learning Strategies	0.3357951	2	Health professionals
ISL	Learning Strategies	0.3134857	3	Managers
ISL	Learning Strategies	0.2835649	4	Science & engineering professionals
ISL	Learning Strategies	0.2770223	5	"Legal, social & cultural professionals"
ITA	Learning Strategies	0.3357951	2	Health professionals
ITA	Learning Strategies	0.2835649	3	Science & engineering professionals
ITA	Learning Strategies	0.2770223	4	"Legal, social & cultural professionals"
ITA	Learning Strategies	0.2570408	5	Business & admin professionals
LTU	Learning Strategies	0.2835649	2	Science & engineering professionals
LTU	Learning Strategies	0.2526262	3	Health associate professionals
LTU	Learning Strategies	0.2463702	4	Electrical & electronic trades workers
LTU	Learning Strategies	0.2403076	5	Science & engineering associate professionals
LUX	Learning Strategies	0.3357951	2	Health professionals
LUX	Learning Strategies	0.3134857	3	Managers
LUX	Learning Strategies	0.2835649	4	Science & engineering professionals
LUX	Learning Strategies	0.2570408	5	Business & admin professionals
LVA	Learning Strategies	0.3357951	2	Health professionals
